con_code,name,concept_name
002151.SZ,北斗星通,2025中报扭亏
002036.SZ,联创电子,2025中报扭亏
600590.SH,泰豪科技,2025中报扭亏
600221.SH,海航控股,2025中报扭亏
002718.SZ,友邦吊顶,2025中报扭亏
000595.SZ,*ST宝实,2025中报扭亏
603118.SH,共进股份,2025中报扭亏
000803.SZ,山高环能,2025中报扭亏
603887.SH,城地香江,2025中报扭亏
600589.SH,大位科技,2025中报扭亏
300615.SZ,欣天科技,2025中报扭亏
002647.SZ,*ST仁东,2025中报扭亏
002769.SZ,普路通,2025中报扭亏
002229.SZ,鸿博股份,2025中报扭亏
002553.SZ,南方精工,2025中报扭亏
002058.SZ,*ST威尔,2025中报扭亏
600684.SH,珠江股份,2025中报扭亏
002579.SZ,中京电子,2025中报扭亏
002650.SZ,ST加加,2025中报扭亏
601011.SH,宝泰隆,2025中报扭亏
600641.SH,先导基电,2025中报扭亏
600381.SH,*ST春天,2025中报扭亏
601002.SH,晋亿实业,2025中报扭亏
002052.SZ,同洲电子,2025中报扭亏
002298.SZ,中电鑫龙,2025中报扭亏
600753.SH,*ST海钦,2025中报扭亏
603985.SH,恒润股份,2025中报扭亏
000066.SZ,中国长城,2025中报扭亏
001270.SZ,*ST铖昌,2025中报扭亏
002259.SZ,升达林业,2025中报扭亏
301248.SZ,杰创智能,2025中报扭亏
002350.SZ,北京科锐,2025中报扭亏
002932.SZ,明德生物,2025中报预减
600272.SH,开开实业,2025中报预减
605189.SH,富春染织,2025中报预减
002982.SZ,湘佳股份,2025中报预减
002687.SZ,乔治白,2025中报预减
603221.SH,爱丽家居,2025中报预减
002458.SZ,益生股份,2025中报预减
605158.SH,华达新材,2025中报预减
600201.SH,生物股份,2025中报预减
000799.SZ,酒鬼酒,2025中报预减
603727.SH,博迈科,2025中报预减
600308.SH,华泰股份,2025中报预减
002401.SZ,中远海科,2025中报预减
003038.SZ,鑫铂股份,2025中报预减
600235.SH,民丰特纸,2025中报预减
603183.SH,建研院,2025中报预减
001209.SZ,洪兴股份,2025中报预减
002991.SZ,甘源食品,2025中报预减
603321.SH,梅轮电梯,2025中报预减
688378.SH,奥来德,2025中报预减
600208.SH,衢州发展,2025中报预减
603836.SH,海程邦达,2025中报预减
000852.SZ,石化机械,2025中报预减
002381.SZ,双箭股份,2025中报预减
300859.SZ,西域旅游,2025中报预减
605008.SH,长鸿高科,2025中报预减
601616.SH,广电电气,2025中报预减
301008.SZ,宏昌科技,2025中报预减
600180.SH,瑞茂通,2025中报预减
002510.SZ,天汽模,2025中报预减
605398.SH,新炬网络,2025中报预减
002124.SZ,天邦食品,2025中报预减
605186.SH,健麾信息,2025中报预减
002254.SZ,泰和新材,2025中报预减
688255.SH,凯尔达,2025中报预减
605378.SH,野马电池,2025中报预减
603877.SH,太平鸟,2025中报预减
002008.SZ,大族激光,2025中报预减
600469.SH,风神股份,2025中报预减
002490.SZ,山东墨龙,2025中报预减
002194.SZ,武汉凡谷,2025中报预减
603348.SH,文灿股份,2025中报预减
002127.SZ,南极电商,2025中报预减
002635.SZ,安洁科技,2025中报预减
002633.SZ,申科股份,2025中报预减
002247.SZ,聚力文化,2025中报预减
000055.SZ,方大集团,2025中报预减
603385.SH,惠达卫浴,2025中报预减
603208.SH,江山欧派,2025中报预减
600877.SH,电科芯片,2025中报预减
002135.SZ,东南网架,2025中报预减
002408.SZ,齐翔腾达,2025中报预减
605339.SH,南侨食品,2025中报预减
300818.SZ,耐普矿机,2025中报预减
605336.SH,帅丰电器,2025中报预减
002677.SZ,浙江美大,2025中报预减
300036.SZ,超图软件,2025中报预减
603121.SH,华培动力,2025中报预减
600883.SH,博闻科技,2025中报预减
002186.SZ,全 聚 德,2025中报预减
600516.SH,方大炭素,2025中报预减
002269.SZ,美邦服饰,2025中报预减
301096.SZ,百诚医药,2025中报预减
600779.SH,水井坊,2025中报预减
600985.SH,淮北矿业,2025中报预减
000567.SZ,海德股份,2025中报预减
603162.SH,海通发展,2025中报预减
600859.SH,王府井,2025中报预减
002654.SZ,万润科技,2025中报预减
000818.SZ,航锦科技,2025中报预减
000731.SZ,四川美丰,2025中报预减
605300.SH,佳禾食品,2025中报预减
600157.SH,永泰能源,2025中报预减
000517.SZ,荣安地产,2025中报预减
603131.SH,上海沪工,2025中报预减
603310.SH,巍华新材,2025中报预减
300590.SZ,移为通信,2025中报预减
002641.SZ,公元股份,2025中报预减
002465.SZ,海格通信,2025中报预减
002552.SZ,宝鼎科技,2025中报预减
601666.SH,平煤股份,2025中报预减
601700.SH,风范股份,2025中报预减
603327.SH,福蓉科技,2025中报预减
600292.SH,电投水电,2025中报预减
000860.SZ,顺鑫农业,2025中报预减
002757.SZ,南兴股份,2025中报预减
002935.SZ,天奥电子,2025中报预减
603886.SH,元祖股份,2025中报预减
603688.SH,石英股份,2025中报预减
002088.SZ,鲁阳节能,2025中报预减
003009.SZ,中天火箭,2025中报预减
000096.SZ,广聚能源,2025中报预减
002449.SZ,国星光电,2025中报预减
000949.SZ,新乡化纤,2025中报预减
002457.SZ,青龙管业,2025中报预减
600373.SH,中文传媒,2025中报预减
002929.SZ,润建股份,2025中报预减
600520.SH,三佳科技,2025中报预减
002420.SZ,毅昌科技,2025中报预减
688480.SH,赛恩斯,2025中报预减
603767.SH,中马传动,2025中报预减
002681.SZ,奋达科技,2025中报预减
000897.SZ,津滨发展,2025中报预减
000800.SZ,一汽解放,2025中报预减
600605.SH,汇通能源,2025中报预减
000012.SZ,南  玻Ａ,2025中报预减
600754.SH,锦江酒店,2025中报预减
001300.SZ,三柏硕,2025中报预减
002557.SZ,洽洽食品,2025中报预减
002534.SZ,西子洁能,2025中报预减
600229.SH,城市传媒,2025中报预减
002360.SZ,同德化工,2025中报预减
603569.SH,长久物流,2025中报预减
000090.SZ,天健集团,2025中报预减
600325.SH,华发股份,2025中报预减
002573.SZ,清新环境,2025中报预减
601500.SH,通用股份,2025中报预减
601975.SH,招商南油,2025中报预减
001212.SZ,中旗新材,2025中报预减
600707.SH,彩虹股份,2025中报预减
600048.SH,保利发展,2025中报预减
603291.SH,联合水务,2025中报预减
603980.SH,吉华集团,2025中报预减
603496.SH,恒为科技,2025中报预减
001326.SZ,联域股份,2025中报预减
605500.SH,森林包装,2025中报预减
603220.SH,中贝通信,2025中报预减
600893.SH,航发动力,2025中报预减
603056.SH,德邦股份,2025中报预减
002986.SZ,宇新股份,2025中报预减
002327.SZ,富安娜,2025中报预减
000564.SZ,供销大集,2025中报预减
002134.SZ,天津普林,2025中报预减
001259.SZ,利仁科技,2025中报预减
600116.SH,三峡水利,2025中报预减
000937.SZ,冀中能源,2025中报预减
600279.SH,重庆港,2025中报预减
600508.SH,上海能源,2025中报预减
600828.SH,茂业商业,2025中报预减
002531.SZ,天顺风能,2025中报预减
002943.SZ,宇晶股份,2025中报预减
688766.SH,普冉股份,2025中报预减
600794.SH,保税科技,2025中报预减
603060.SH,国检集团,2025中报预减
600737.SH,中粮糖业,2025中报预减
601698.SH,中国卫通,2025中报预减
600123.SH,兰花科创,2025中报预减
601222.SH,林洋能源,2025中报预减
002990.SZ,盛视科技,2025中报预减
600925.SH,苏能股份,2025中报预减
001258.SZ,立新能源,2025中报预减
601368.SH,绿城水务,2025中报预减
603992.SH,松霖科技,2025中报预减
000966.SZ,长源电力,2025中报预减
000539.SZ,粤电力Ａ,2025中报预减
000833.SZ,粤桂股份,2025中报预增
300035.SZ,中科电气,2025中报预增
601020.SH,华钰矿业,2025中报预增
002102.SZ,能特科技,2025中报预增
600714.SH,金瑞矿业,2025中报预增
300119.SZ,瑞普生物,2025中报预增
002391.SZ,长青股份,2025中报预增
688591.SH,泰凌微,2025中报预增
002728.SZ,特一药业,2025中报预增
603166.SH,福达股份,2025中报预增
002537.SZ,海联金汇,2025中报预增
002895.SZ,川恒股份,2025中报预增
600216.SH,浙江医药,2025中报预增
002748.SZ,世龙实业,2025中报预增
300371.SZ,汇中股份,2025中报预增
603086.SH,先达股份,2025中报预增
002299.SZ,圣农发展,2025中报预增
002803.SZ,吉宏股份,2025中报预增
300018.SZ,中元股份,2025中报预增
603700.SH,宁水集团,2025中报预增
000752.SZ,ST西发,2025中报预增
002626.SZ,金达威,2025中报预增
002141.SZ,贤丰控股,2025中报预增
300611.SZ,美力科技,2025中报预增
603799.SH,华友钴业,2025中报预增
600973.SH,宝胜股份,2025中报预增
688108.SH,赛诺医疗,2025中报预增
002454.SZ,松芝股份,2025中报预增
003002.SZ,壶化股份,2025中报预增
002741.SZ,光华科技,2025中报预增
688049.SH,炬芯科技,2025中报预增
000719.SZ,中原传媒,2025中报预增
002714.SZ,牧原股份,2025中报预增
600884.SH,杉杉股份,2025中报预增
603858.SH,步长制药,2025中报预增
000868.SZ,安凯客车,2025中报预增
002170.SZ,芭田股份,2025中报预增
600367.SH,红星发展,2025中报预增
003017.SZ,大洋生物,2025中报预增
002846.SZ,英联股份,2025中报预增
603200.SH,上海洗霸,2025中报预增
601069.SH,西部黄金,2025中报预增
603811.SH,诚意药业,2025中报预增
605198.SH,安德利,2025中报预增
002901.SZ,大博医疗,2025中报预增
002545.SZ,东方铁塔,2025中报预增
002246.SZ,北化股份,2025中报预增
002734.SZ,利民股份,2025中报预增
600595.SH,中孚实业,2025中报预增
603259.SH,药明康德,2025中报预增
002592.SZ,ST八菱,2025中报预增
688182.SH,灿勤科技,2025中报预增
000655.SZ,金岭矿业,2025中报预增
601881.SH,中国银河,2025中报预增
600111.SH,北方稀土,2025中报预增
002996.SZ,顺博合金,2025中报预增
603566.SH,普莱柯,2025中报预增
002476.SZ,宝莫股份,2025中报预增
002255.SZ,海陆重工,2025中报预增
002688.SZ,金河生物,2025中报预增
002245.SZ,蔚蓝锂芯,2025中报预增
002602.SZ,世纪华通,2025中报预增
000017.SZ,深中华A,2025中报预增
300748.SZ,金力永磁,2025中报预增
688690.SH,纳微科技,2025中报预增
300953.SZ,震裕科技,2025中报预增
300322.SZ,硕贝德,2025中报预增
002746.SZ,仙坛股份,2025中报预增
600801.SH,华新建材,2025中报预增
300148.SZ,天舟文化,2025中报预增
603186.SH,华正新材,2025中报预增
688109.SH,品茗科技,2025中报预增
002725.SZ,跃岭股份,2025中报预增
002852.SZ,道道全,2025中报预增
600382.SH,广东明珠,2025中报预增
603313.SH,梦百合,2025中报预增
002463.SZ,沪电股份,2025中报预增
600095.SH,湘财股份,2025中报预增
603508.SH,思维列控,2025中报预增
600176.SH,中国巨石,2025中报预增
600489.SH,中金黄金,2025中报预增
300484.SZ,蓝海华腾,2025中报预增
603079.SH,圣达生物,2025中报预增
600812.SH,华北制药,2025中报预增
002161.SZ,远 望 谷,2025中报预增
300001.SZ,特锐德,2025中报预增
002724.SZ,海洋王,2025中报预增
003016.SZ,欣贺股份,2025中报预增
600778.SH,友好集团,2025中报预增
600638.SH,新黄浦,2025中报预增
301345.SZ,涛涛车业,2025中报预增
301078.SZ,孩子王,2025中报预增
600550.SH,保变电气,2025中报预增
002174.SZ,游族网络,2025中报预增
300604.SZ,长川科技,2025中报预增
600619.SH,海立股份,2025中报预增
600570.SH,恒生电子,2025中报预增
002609.SZ,捷顺科技,2025中报预增
688089.SH,嘉必优,2025中报预增
601339.SH,百隆东方,2025中报预增
600389.SH,江山股份,2025中报预增
301031.SZ,中熔电气,2025中报预增
600366.SH,宁波韵升,2025中报预增
603089.SH,正裕工业,2025中报预增
002778.SZ,中晟高科,2025中报预增
600360.SH,*ST华微,2025中报预增
688787.SH,海天瑞声,2025中报预增
002324.SZ,普利特,2025中报预增
002393.SZ,力生制药,2025中报预增
600986.SH,浙文互联,2025中报预增
300138.SZ,晨光生物,2025中报预增
000623.SZ,吉林敖东,2025中报预增
603928.SH,兴业股份,2025中报预增
603375.SH,盛景微,2025中报预增
002258.SZ,利尔化学,2025中报预增
605020.SH,永和股份,2025中报预增
600186.SH,莲花控股,2025中报预增
603223.SH,恒通股份,2025中报预增
000936.SZ,华西股份,2025中报预增
601607.SH,上海医药,2025中报预增
002780.SZ,三夫户外,2025中报预增
601127.SH,赛力斯,2025中报预增
002523.SZ,天桥起重,2025中报预增
002562.SZ,兄弟科技,2025中报预增
002171.SZ,楚江新材,2025中报预增
002671.SZ,龙泉股份,2025中报预增
002931.SZ,锋龙股份,2025中报预增
600864.SH,哈投股份,2025中报预增
002560.SZ,通达股份,2025中报预增
601995.SH,中金公司,2025中报预增
603893.SH,瑞芯微,2025中报预增
600547.SH,山东黄金,2025中报预增
000526.SZ,学大教育,2025中报预增
000554.SZ,泰山石油,2025中报预增
000850.SZ,华茂股份,2025中报预增
002001.SZ,新 和 成,2025中报预增
600058.SH,五矿发展,2025中报预增
600356.SH,恒丰纸业,2025中报预增
000100.SZ,TCL科技,2025中报预增
603890.SH,春秋电子,2025中报预增
605298.SH,必得科技,2025中报预增
600635.SH,大众公用,2025中报预增
688511.SH,*ST天微,2025中报预增
600179.SH,安通控股,2025中报预增
002284.SZ,亚太股份,2025中报预增
002376.SZ,新北洋,2025中报预增
603486.SH,科沃斯,2025中报预增
000750.SZ,国海证券,2025中报预增
603191.SH,望变电气,2025中报预增
600482.SH,中国动力,2025中报预增
002079.SZ,苏州固锝,2025中报预增
002248.SZ,华东数控,2025中报预增
002941.SZ,新疆交建,2025中报预增
603656.SH,泰禾智能,2025中报预增
601096.SH,宏盛华源,2025中报预增
688522.SH,纳睿雷达,2025中报预增
600668.SH,尖峰集团,2025中报预增
601899.SH,紫金矿业,2025中报预增
601555.SH,东吴证券,2025中报预增
603379.SH,三美股份,2025中报预增
688582.SH,芯动联科,2025中报预增
000901.SZ,航天科技,2025中报预增
603506.SH,南都物业,2025中报预增
601566.SH,九牧王,2025中报预增
002342.SZ,巨力索具,2025中报预增
002670.SZ,国盛证券,2025中报预增
603312.SH,西典新能,2025中报预增
003027.SZ,同兴科技,2025中报预增
300652.SZ,雷迪克,2025中报预增
300746.SZ,汉嘉数智,2025中报预增
002825.SZ,纳尔股份,2025中报预增
002783.SZ,凯龙股份,2025中报预增
002500.SZ,山西证券,2025中报预增
601099.SH,太平洋,2025中报预增
600166.SH,福田汽车,2025中报预增
600148.SH,长春一东,2025中报预增
002649.SZ,博彦科技,2025中报预增
603717.SH,天域生物,2025中报预增
601311.SH,骆驼股份,2025中报预增
605118.SH,力鼎光电,2025中报预增
003011.SZ,海象新材,2025中报预增
603326.SH,我乐家居,2025中报预增
600989.SH,宝丰能源,2025中报预增
002881.SZ,美格智能,2025中报预增
002206.SZ,海 利 得,2025中报预增
600958.SH,东方证券,2025中报预增
603329.SH,上海雅仕,2025中报预增
002511.SZ,中顺洁柔,2025中报预增
600906.SH,财达证券,2025中报预增
001238.SZ,浙江正特,2025中报预增
601609.SH,金田股份,2025中报预增
000825.SZ,太钢不锈,2025中报预增
603682.SH,锦和商管,2025中报预增
001298.SZ,好上好,2025中报预增
002939.SZ,长城证券,2025中报预增
000029.SZ,深深房Ａ,2025中报预增
601003.SH,柳钢股份,2025中报预增
603390.SH,通达电气,2025中报预增
002394.SZ,联发股份,2025中报预增
300602.SZ,飞荣达,2025中报预增
601059.SH,信达证券,2025中报预增
603917.SH,合力科技,2025中报预增
001268.SZ,联合精密,2025中报预增
000166.SZ,申万宏源,2025中报预增
605259.SH,绿田机械,2025中报预增
603103.SH,横店影视,2025中报预增
000987.SZ,越秀资本,2025中报预增
600866.SH,星湖科技,2025中报预增
600918.SH,中泰证券,2025中报预增
688143.SH,长盈通,2025中报预增
002201.SZ,九鼎新材,2025中报预增
600882.SH,妙可蓝多,2025中报预增
603109.SH,神驰机电,2025中报预增
603061.SH,金海通,2025中报预增
300787.SZ,海能实业,2025中报预增
300409.SZ,道氏技术,2025中报预增
002933.SZ,新兴装备,2025中报预增
603612.SH,索通发展,2025中报预增
002093.SZ,国脉科技,2025中报预增
601901.SH,方正证券,2025中报预增
600109.SH,国金证券,2025中报预增
600120.SH,浙江东方,2025中报预增
600507.SH,方大特钢,2025中报预增
001314.SZ,亿道信息,2025中报预增
003037.SZ,三和管桩,2025中报预增
002010.SZ,传化智联,2025中报预增
600615.SH,鑫源智造,2025中报预增
600839.SH,四川长虹,2025中报预增
000823.SZ,超声电子,2025中报预增
001380.SZ,华纬科技,2025中报预增
002823.SZ,凯中精密,2025中报预增
002612.SZ,朗姿股份,2025中报预增
603815.SH,交建股份,2025中报预增
600633.SH,浙数文化,2025中报预增
688186.SH,广大特材,2025中报预增
600329.SH,达仁堂,2025中报预增
600155.SH,华创云信,2025中报预增
600160.SH,巨化股份,2025中报预增
600105.SH,永鼎股份,2025中报预增
002373.SZ,千方科技,2025中报预增
000686.SZ,东北证券,2025中报预增
603680.SH,今创集团,2025中报预增
002395.SZ,双象股份,2025中报预增
605228.SH,神通科技,2025中报预增
603101.SH,XD汇嘉时,2025中报预增
300684.SZ,中石科技,2025中报预增
603311.SH,金海高科,2025中报预增
002765.SZ,蓝黛科技,2025中报预增
000930.SZ,中粮科技,2025中报预增
000783.SZ,长江证券,2025中报预增
605376.SH,博迁新材,2025中报预增
300926.SZ,博俊科技,2025中报预增
601066.SH,中信建投,2025中报预增
002396.SZ,星网锐捷,2025中报预增
600150.SH,中国船舶,2025中报预增
601456.SH,国联民生,2025中报预增
688665.SH,四方光电,2025中报预增
001283.SZ,豪鹏科技,2025中报预增
002739.SZ,万达电影,2025中报预增
601686.SH,友发集团,2025中报预增
603993.SH,洛阳钼业,2025中报预增
688249.SH,晶合集成,2025中报预增
002926.SZ,华西证券,2025中报预增
000957.SZ,中通客车,2025中报预增
002736.SZ,国信证券,2025中报预增
002233.SZ,塔牌集团,2025中报预增
301061.SZ,匠心家居,2025中报预增
000880.SZ,潍柴重机,2025中报预增
301107.SZ,瑜欣电子,2025中报预增
001223.SZ,欧克科技,2025中报预增
603173.SH,福斯达,2025中报预增
002701.SZ,奥瑞金,2025中报预增
002945.SZ,华林证券,2025中报预增
688508.SH,芯朋微,2025中报预增
001267.SZ,汇绿生态,2025中报预增
001391.SZ,国货航,2025中报预增
600861.SH,北京人力,2025中报预增
600685.SH,中船防务,2025中报预增
003026.SZ,中晶科技,2025中报预增
300984.SZ,金沃股份,2025中报预增
603081.SH,大丰实业,2025中报预增
600745.SH,闻泰科技,2025中报预增
600004.SH,白云机场,2025中报预增
603172.SH,万丰股份,2025中报预增
600620.SH,天宸股份,2025中报预增
600021.SH,上海电力,2025中报预增
601026.SH,道生天合,2025中报预增
000726.SZ,鲁  泰Ａ,2025中报预增
603737.SH,三棵树,2025中报预增
300105.SZ,龙源技术,2025中报预增
603500.SH,祥和实业,2025中报预增
600739.SH,辽宁成大,2025中报预增
603236.SH,移远通信,2025中报预增
300201.SZ,海伦哲,2025中报预增
002928.SZ,华夏航空,2025中报预增
603696.SH,安记食品,2025中报预增
601211.SH,国泰海通,2025中报预增
002414.SZ,高德红外,2025中报预增
603322.SH,超讯通信,2025中报预增
688213.SH,思特威-W,2025中报预增
002488.SZ,金固股份,2025中报预增
601766.SH,中国中车,2025中报预增
605589.SH,圣泉集团,2025中报预增
600673.SH,东阳光,2025中报预增
601236.SH,红塔证券,2025中报预增
002434.SZ,万里扬,2025中报预增
300643.SZ,万通智控,2025中报预增
603005.SH,晶方科技,2025中报预增
603997.SH,继峰股份,2025中报预增
002976.SZ,瑞玛精密,2025中报预增
002600.SZ,领益智造,2025中报预增
603950.SH,长源东谷,2025中报预增
603325.SH,博隆技术,2025中报预增
001696.SZ,宗申动力,2025中报预增
000959.SZ,首钢股份,2025中报预增
001389.SZ,广合科技,2025中报预增
920037.BJ,广信科技,2025中报预增
603766.SH,隆鑫通用,2025中报预增
603678.SH,火炬电子,2025中报预增
003041.SZ,真爱美家,2025中报预增
001339.SZ,智微智能,2025中报预增
603151.SH,邦基科技,2025中报预增
600983.SH,惠而浦,2025中报预增
603979.SH,金诚信,2025中报预增
300733.SZ,西菱动力,2025中报预增
000089.SZ,深圳机场,2025中报预增
301286.SZ,侨源股份,2025中报预增
002777.SZ,久远银海,2025中报预增
600449.SH,宁夏建材,2025中报预增
603267.SH,鸿远电子,2025中报预增
603499.SH,翔港科技,2025中报预增
601083.SH,锦江航运,2025中报预增
000011.SZ,深物业A,2025中报预增
301165.SZ,锐捷网络,2025中报预增
002056.SZ,横店东磁,2025中报预增
002938.SZ,鹏鼎控股,2025中报预增
601900.SH,南方传媒,2025中报预增
301132.SZ,满坤科技,2025中报预增
002947.SZ,恒铭达,2025中报预增
002772.SZ,众兴菌业,2025中报预增
002281.SZ,光迅科技,2025中报预增
002729.SZ,好利科技,2025中报预增
002290.SZ,禾盛新材,2025中报预增
600143.SH,金发科技,2025中报预增
688800.SH,瑞可达,2025中报预增
002080.SZ,中材科技,2025中报预增
603083.SH,剑桥科技,2025中报预增
600578.SH,京能电力,2025中报预增
001266.SZ,宏英智能,2025中报预增
605289.SH,罗曼股份,2025中报预增
002244.SZ,滨江集团,2025中报预增
603655.SH,朗博科技,2025中报预增
688103.SH,国力电子,2025中报预增
600183.SH,生益科技,2025中报预增
002611.SZ,东方精工,2025中报预增
000557.SZ,西部创业,2025中报预增
002278.SZ,神开股份,2025中报预增
600686.SH,金龙汽车,2025中报预增
688008.SH,澜起科技,2025中报预增
300724.SZ,捷佳伟创,2025中报预增
603586.SH,金麒麟,2025中报预增
600744.SH,华银电力,2025中报预增
603969.SH,银龙股份,2025中报预增
300221.SZ,银禧科技,2025中报预增
002487.SZ,大金重工,2025中报预增
605296.SH,神农集团,2025中报预增
688668.SH,鼎通科技,2025中报预增
603628.SH,清源股份,2025中报预增
301656.SZ,联合动力,2025中报预增
002961.SZ,瑞达期货,2025中报预增
300502.SZ,新易盛,2025中报预增
002479.SZ,富春环保,2025中报预增
688183.SH,生益电子,2025中报预增
605056.SH,咸亨国际,2025中报预增
000537.SZ,绿发电力,2025中报预增
300308.SZ,中际旭创,2025中报预增
001316.SZ,润贝航科,2025中报预增
000600.SZ,建投能源,2025中报预增
001287.SZ,中电港,2025中报预增
688523.SH,航天环宇,2025中报预增
000690.SZ,宝新能源,2025中报预增
001239.SZ,永达股份,2025中报预增
000531.SZ,穗恒运Ａ,2025中报预增
000789.SZ,万年青,2025中报预增
601218.SH,吉鑫科技,2025中报预增
688519.SH,南亚新材,2025中报预增
000965.SZ,天保基建,2025中报预增
688550.SH,瑞联新材,2025中报预增
000955.SZ,欣龙控股,海南自贸
002858.SZ,力盛体育,海南自贸
000793.SZ,*ST华闻,海南自贸
000567.SZ,海德股份,海南自贸
002707.SZ,众信旅游,海南自贸
600859.SH,王府井,海南自贸
600751.SH,海航科技,海南自贸
002264.SZ,新 华 都,海南自贸
000886.SZ,海南高速,海南自贸
000571.SZ,新大洲A,海南自贸
603368.SH,柳药集团,海南自贸
603535.SH,嘉诚国际,海南自贸
002065.SZ,东华软件,海南自贸
600100.SH,同方股份,海南自贸
601686.SH,友发集团,海南自贸
600827.SH,百联股份,海南自贸
000906.SZ,浙商中拓,海南自贸
000524.SZ,岭南控股,海南自贸
002889.SZ,东方嘉盛,海南自贸
002159.SZ,三特索道,海南自贸
603300.SH,海南华铁,海南自贸
920580.BJ,科创新材,海南自贸
600221.SH,海航控股,海南自贸
000564.SZ,供销大集,海南自贸
600759.SH,洲际油气,海南自贸
000544.SZ,中原环保,海南自贸
300072.SZ,海新能科,海南自贸
688676.SH,金盘科技,海南自贸
300442.SZ,润泽科技,海南自贸
600238.SH,*ST椰岛,海南自贸
920932.BJ,科达自控,海南自贸
002865.SZ,钧达股份,海南自贸
600681.SH,百川能源,海南自贸
603687.SH,大胜达,海南自贸
603209.SH,兴通股份,DeepSeek概念
300232.SZ,洲明科技,DeepSeek概念
300634.SZ,彩讯股份,DeepSeek概念
002599.SZ,盛通股份,DeepSeek概念
300036.SZ,超图软件,DeepSeek概念
300133.SZ,华策影视,DeepSeek概念
603121.SH,华培动力,DeepSeek概念
600880.SH,博瑞传播,DeepSeek概念
300657.SZ,弘信电子,DeepSeek概念
002980.SZ,华盛昌,DeepSeek概念
002841.SZ,视源股份,DeepSeek概念
001288.SZ,运机集团,DeepSeek概念
600678.SH,四川金顶,DeepSeek概念
002195.SZ,岩山科技,DeepSeek概念
300380.SZ,安硕信息,DeepSeek概念
300290.SZ,荣科科技,DeepSeek概念
301159.SZ,三维天地,DeepSeek概念
300229.SZ,拓尔思,DeepSeek概念
300021.SZ,大禹节水,DeepSeek概念
301095.SZ,广立微,DeepSeek概念
300079.SZ,数码视讯,DeepSeek概念
002362.SZ,汉王科技,DeepSeek概念
300143.SZ,盈康生命,DeepSeek概念
002908.SZ,德生科技,DeepSeek概念
300339.SZ,润和软件,DeepSeek概念
688118.SH,普元信息,DeepSeek概念
300987.SZ,川网传媒,DeepSeek概念
300354.SZ,东华测试,DeepSeek概念
603280.SH,南方路机,DeepSeek概念
300746.SZ,汉嘉数智,DeepSeek概念
688777.SH,中控技术,DeepSeek概念
002912.SZ,中新赛克,DeepSeek概念
301330.SZ,熵基科技,DeepSeek概念
300002.SZ,神州泰岳,DeepSeek概念
302132.SZ,中航成飞,DeepSeek概念
603956.SH,威派格,DeepSeek概念
002649.SZ,博彦科技,DeepSeek概念
000818.SZ,航锦科技,DeepSeek概念
002413.SZ,雷科防务,DeepSeek概念
688041.SH,海光信息,DeepSeek概念
002351.SZ,漫步者,DeepSeek概念
300541.SZ,先进数通,DeepSeek概念
603636.SH,南威软件,DeepSeek概念
300598.SZ,诚迈科技,DeepSeek概念
300418.SZ,昆仑万维,DeepSeek概念
002465.SZ,海格通信,DeepSeek概念
300296.SZ,利亚德,DeepSeek概念
000948.SZ,南天信息,DeepSeek概念
601108.SH,财通证券,DeepSeek概念
300873.SZ,海晨股份,DeepSeek概念
688039.SH,当虹科技,DeepSeek概念
300494.SZ,盛天网络,DeepSeek概念
002173.SZ,创新医疗,DeepSeek概念
688609.SH,九联科技,DeepSeek概念
300825.SZ,阿尔特,DeepSeek概念
600271.SH,航天信息,DeepSeek概念
600998.SH,九州通,DeepSeek概念
600797.SH,浙大网新,DeepSeek概念
300624.SZ,万兴科技,DeepSeek概念
002065.SZ,东华软件,DeepSeek概念
300430.SZ,诚益通,DeepSeek概念
300369.SZ,绿盟科技,DeepSeek概念
002010.SZ,传化智联,DeepSeek概念
600839.SH,四川长虹,DeepSeek概念
600536.SH,中国软件,DeepSeek概念
002212.SZ,天融信,DeepSeek概念
300287.SZ,飞利信,DeepSeek概念
600718.SH,东软集团,DeepSeek概念
688695.SH,中创股份,DeepSeek概念
301129.SZ,瑞纳智能,DeepSeek概念
688570.SH,天玛智控,DeepSeek概念
688327.SH,云从科技-UW,DeepSeek概念
300781.SZ,因赛集团,DeepSeek概念
603206.SH,嘉环科技,DeepSeek概念
300698.SZ,万马科技,DeepSeek概念
688296.SH,和达科技,DeepSeek概念
300188.SZ,国投智能,DeepSeek概念
301236.SZ,软通动力,DeepSeek概念
603927.SH,中科软,DeepSeek概念
301270.SZ,汉仪股份,DeepSeek概念
600571.SH,信雅达,DeepSeek概念
002117.SZ,东港股份,DeepSeek概念
300010.SZ,豆神教育,DeepSeek概念
300496.SZ,中科创达,DeepSeek概念
601717.SH,中创智领,DeepSeek概念
002123.SZ,梦网科技,DeepSeek概念
688080.SH,映翰通,DeepSeek概念
688508.SH,芯朋微,DeepSeek概念
002439.SZ,启明星辰,DeepSeek概念
300310.SZ,宜通世纪,DeepSeek概念
603990.SH,麦迪科技,DeepSeek概念
600353.SH,旭光电子,DeepSeek概念
300789.SZ,唐源电气,DeepSeek概念
601966.SH,玲珑轮胎,DeepSeek概念
300921.SZ,南凌科技,DeepSeek概念
002197.SZ,证通电子,DeepSeek概念
603322.SH,超讯通信,DeepSeek概念
688228.SH,开普云,DeepSeek概念
300788.SZ,中信出版,DeepSeek概念
600755.SH,厦门国贸,DeepSeek概念
